1, 4, 0, 3, 9, 3, 9, 8, 2, 5, 

30, 0, 1, 1, 3.99927, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
31, 0, 1, 1, 3.99963, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
32, 0, 1, 1, 3.99982, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
33, 0, 1, 1, 3.99991, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
34, 1, 3, 1, 3.99995, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
35, 0, 1, 1, 3.99995, 1, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
36, 1, 2, 1, 3.99998, 1, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
37, 0, 1, 1, 3.99998, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
38, 0, 1, 1, 3.99999, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
39, 0, 1, 1, 3.99999, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
40, 0, 1, 1, 4, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
41, 0, 1, 1, 4, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
42, 0, 1, 1, 4, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
43, 1, 1, 1, 4, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
44, 0, 1, 1, 4, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
45, 1, 0, 1, 4, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
46, 1, 8, 1, 4, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
47, 1, 4, 1, 4, 0.5, 2.75, 8.9375, 2.5, 7, 4.5, 1.75, 3, 
48, 1, 0, 1, 4, 0.5, 2.75, 8.96875, 2.5, 7, 4.5, 1.75, 3, 
49, 1, 3, 1, 4, 0.5, 2.75, 8.96875, 2.5, 7, 4.5, 1.75, 3, 
50, 0, 1, 1, 4, 0.5, 2.875, 8.96875, 2.5, 7, 4.5, 1.75, 3, 
51, 0, 1, 1, 4, 0.5, 2.875, 8.96875, 2.5, 7, 4.5, 1.75, 3, 
52, 1, 2, 1, 4, 0.5, 2.875, 8.96875, 2.5, 7, 4.5, 1.75, 3, 
53, 0, 1, 1, 4, 0.25, 2.875, 8.96875, 2.5, 7, 4.5, 1.75, 3, 
54, 1, 5, 1, 4, 0.25, 2.875, 8.96875, 2.5, 7, 4.5, 1.75, 3, 
55, 1, 0, 1, 4, 0.25, 2.875, 8.96875, 2.75, 7, 4.5, 1.75, 3, 
56, 0, 1, 1, 4, 0.25, 2.875, 8.96875, 2.75, 7, 4.5, 1.75, 3, 
57, 1, 4, 1, 4, 0.25, 2.875, 8.96875, 2.75, 7, 4.5, 1.75, 3, 
58, 0, 1, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 4.5, 1.75, 3, 
59, 0, 1, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 4.5, 1.75, 3, 
60, 0, 1, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 4.5, 1.75, 3, 
61, 1, 0, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 4.5, 1.75, 3, 
62, 1, 7, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 4.5, 1.75, 3, 
63, 1, 8, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 6.25, 1.75, 3, 
64, 0, 1, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 6.25, 1.875, 3, 
65, 1, 8, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 6.25, 1.875, 3, 
66, 1, 3, 1, 4, 0.25, 2.875, 8.98438, 2.75, 7, 6.25, 1.9375, 3, 
67, 1, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.75, 7, 6.25, 1.9375, 3, 
68, 1, 8, 1, 4, 0.25, 2.9375, 8.98438, 2.75, 7, 6.25, 1.9375, 3, 
69, 1, 8, 1, 4, 0.25, 2.9375, 8.98438, 2.75, 7, 6.25, 1.96875, 3, 
70, 1, 6, 1, 4, 0.25, 2.9375, 8.98438, 2.75, 7, 6.25, 1.98438, 3, 
71, 0, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.75, 8, 6.25, 1.98438, 3, 
72, 1, 5, 1, 4, 0.25, 2.9375, 8.98438, 2.75, 8, 6.25, 1.98438, 3, 
73, 1, 6, 1, 4, 0.25, 2.9375, 8.98438, 2.875, 8, 6.25, 1.98438, 3, 
74, 0, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.875, 8.5, 6.25, 1.98438, 3, 
75, 0, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.875, 8.5, 6.25, 1.98438, 3, 
76, 1, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.875, 8.5, 6.25, 1.98438, 3, 
77, 0, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.875, 8.5, 6.25, 1.98438, 3, 
78, 0, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.875, 8.5, 6.25, 1.98438, 3, 
79, 1, 6, 1, 4, 0.25, 2.9375, 8.98438, 2.875, 8.5, 6.25, 1.98438, 3, 
80, 1, 5, 1, 4, 0.25, 2.9375, 8.98438, 2.875, 8.75, 6.25, 1.98438, 3, 
81, 0, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 3, 
82, 0, 1, 1, 4, 0.25, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 3, 
83, 1, 2, 1, 4, 0.25, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 3, 
84, 0, 1, 1, 4, 0.125, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 3, 
85, 1, 2, 1, 4, 0.125, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 3, 
86, 1, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 3, 
87, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 3, 
88, 1, 9, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 3, 
89, 1, 8, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.98438, 4, 
90, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
91, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
92, 1, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
93, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
94, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
95, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
96, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
97, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
98, 0, 1, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
99, 1, 5, 1, 4, 0.0625, 2.9375, 8.98438, 2.9375, 8.75, 6.25, 1.99219, 4, 
