1, 4, 0, 3, 9, 3, 9, 8, 2, 5, 

0, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 
2, 1, 6, 1, 1, 1, 1, 5, 2, 1, 1, 1, 1, 
3, 1, 0, 1, 1, 1, 1, 5, 2, 5, 1, 1, 1, 
4, 1, 4, 1, 1, 1, 1, 5, 2, 5, 1, 1, 1, 
5, 1, 0, 1, 1, 1, 1, 7, 2, 5, 1, 1, 1, 
6, 1, 5, 1, 1, 1, 1, 7, 2, 5, 1, 1, 1, 
7, 1, 6, 1, 1, 1, 1, 7, 2.5, 5, 1, 1, 1, 
8, 1, 1, 1, 1, 1, 1, 7, 2.5, 7, 1, 1, 1, 
9, 1, 4, 1, 2.5, 1, 1, 7, 2.5, 7, 1, 1, 1, 
10, 0, 1, 1, 2.5, 1, 1, 8, 2.5, 7, 1, 1, 1, 
11, 0, 1, 1, 3.25, 1, 1, 8, 2.5, 7, 1, 1, 1, 
12, 1, 4, 1, 3.625, 1, 1, 8, 2.5, 7, 1, 1, 1, 
13, 1, 3, 1, 3.625, 1, 1, 8.5, 2.5, 7, 1, 1, 1, 
14, 0, 1, 1, 3.625, 1, 2, 8.5, 2.5, 7, 1, 1, 1, 
15, 1, 3, 1, 3.8125, 1, 2, 8.5, 2.5, 7, 1, 1, 1, 
16, 0, 1, 1, 3.8125, 1, 2.5, 8.5, 2.5, 7, 1, 1, 1, 
17, 1, 4, 1, 3.90625, 1, 2.5, 8.5, 2.5, 7, 1, 1, 1, 
18, 1, 9, 1, 3.90625, 1, 2.5, 8.75, 2.5, 7, 1, 1, 1, 
19, 1, 8, 1, 3.90625, 1, 2.5, 8.75, 2.5, 7, 1, 1, 3, 
20, 0, 1, 1, 3.90625, 1, 2.5, 8.75, 2.5, 7, 1, 1.5, 3, 
21, 1, 7, 1, 3.95312, 1, 2.5, 8.75, 2.5, 7, 1, 1.5, 3, 
22, 0, 1, 1, 3.95312, 1, 2.5, 8.75, 2.5, 7, 4.5, 1.5, 3, 
23, 1, 4, 1, 3.97656, 1, 2.5, 8.75, 2.5, 7, 4.5, 1.5, 3, 
24, 0, 1, 1, 3.97656, 1, 2.5, 8.875, 2.5, 7, 4.5, 1.5, 3, 
25, 1, 4, 1, 3.98828, 1, 2.5, 8.875, 2.5, 7, 4.5, 1.5, 3, 
26, 0, 1, 1, 3.98828, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
27, 0, 1, 1, 3.99414, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
28, 0, 1, 1, 3.99707, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
29, 0, 1, 1, 3.99854, 1, 2.5, 8.9375, 2.5, 7, 4.5, 1.5, 3, 
