139.049, 509.8, 7441.84, 37335.4, 272.187, 51.6195, 24.9567, 59507.3, 1289.65, 39252, 49550.8, 12.7496, 205.55, 302.344, 1512.33, 5560.96, 50812.2, 114.678, 11.3428, 87400.1, 45111, 31196.3, 286.217, 82060.2, 74281.1, 76285.2, 849.064, 3994.43, 56462.8, 337.602, 89.1909, 164.531, 48.4183, 75678.3, 65177.1, 83905.7, 102.874, 74649.8, 58070.5, 422.337, 306.906, 4681.69, 135.182, 127.588, 87555.9, 40773, 18239.6, 322.303, 51964.7, 22240.7, 80977.3, 61585.8, 13587.6, 88366.6, 52552.4, 30130, 67497, 453.1, 68916.9, 39908.5, 267.218, 22.519, 40303.9, 83574.6, 75129.5, 78527.8, 78231, 53836.7, 8550.23, 78534.7, 15750.5, 108.132, 79979.6, 102.177, 580.831, 82987.1, 83233.7, 75577.2, 30960.3, 29206.6, 83741.8, 24622.2, 52035, 337.443, 494.164, 298.557, 53646.9, 150.695, 26306.8, 58478.3, 435.07, 48799.3, 326.845, 2335.33, 64013, 104.81, 59292.8, 508.396, 59625.8, 24.4541
306.906, 82987.1, 82060.2, 453.1, 75129.5, 56462.8, 114.678, 78527.8, 150.695, 64013, 11.3428, 135.182, 139.049, 7441.84, 509.8, 11.3428, 337.443, 59507.3, 849.064, 78527.8, 298.557, 150.695, 494.164, 83905.7, 56462.8, 508.396, 82060.2, 3994.43, 435.07, 8550.23, 37335.4, 58070.5, 48.4183, 12.7496, 83574.6, 24.4541, 4681.69, 40773, 26306.8, 286.217, 114.678, 59625.8, 139.049, 24.4541, 64013, 58478.3, 24622.2, 78527.8, 76285.2, 326.845, 122.717, 63975.5, 74854.4, 348.491, 115.887, 58367.5, 24214.6, 18.8504, 56799.8, 3548.74, 26.188, 449.267, 57186.4, 58212.8, 83703.7, 76790.9, 141.128, 84145.8, 60610.4, 83337.9, 40550.3, 75911.8, 138.246, 8102.7, 149.514, 64668.7, 9312.73, 509.236, 3320.51, 40611.3, 153.498, 17.6556, 488.663, 82061.1, 83301.1, 82925.1, 62427.5, 490.151, 68115.3, 80766.1, 3941.67, 78007.1, 81178.6, 80031.3, 80206.2, 76986.6, 78327.5, 153.879, 72195, 66602.3
58212.8, 494.164, 59625.8, 488.663, 115.887, 3994.43, 150.695, 66602.3, 8102.7, 7441.84, 114.678, 9312.73, 509.8, 435.07, 83574.6, 59507.3, 115.887, 68115.3, 24622.2, 75911.8, 24.4541, 76986.6, 82987.1, 76790.9, 306.906, 139.049, 18.8504, 139.049, 64013, 449.267, 348.491, 68115.3, 63975.5, 56462.8, 72195, 114.678, 141.128, 48.4183, 57186.4, 3320.51, 82060.2, 141.128, 139.049, 58070.5, 114.678, 135.182, 326.845, 139.049, 11.3428, 150.695, 74689.3, 445.712, 103.835, 64239.2, 494.637, 147.405, 314.436, 139.99, 57118.7, 115.34, 58563.6, 118.129, 58073.9, 22989.2, 14536.7, 117.595, 510.483, 442.537, 138.697, 25245.8, 57804.2, 126.873, 118.239, 14972.9, 82845.5, 147.499, 74827, 76050.6, 41.578, 494.298, 115.993, 57830.3, 73840.8, 73886, 68371.5, 324.879, 28.3384, 60012, 59607.5, 131.238, 124.832, 10482.1, 152.983, 143.587, 72107.2, 142.125, 75564.1, 109.414, 76119.9, 11982.3
115.887, 114.678, 115.34, 114.678, 3320.51, 3320.51, 115.887, 11.3428, 57830.3, 73840.8, 76119.9, 131.238, 142.125, 150.695, 57118.7, 442.537, 449.267, 445.712, 126.873, 11982.3, 72107.2, 139.049, 41.578, 25245.8, 58070.5, 126.873, 58563.6, 64239.2, 10482.1, 11.3428, 11982.3, 147.499, 348.491, 25245.8, 3320.51, 115.887, 57118.7, 114.678, 24622.2, 11.3428, 66602.3, 314.436, 63975.5, 76790.9, 59507.3, 74827, 124.832, 72107.2, 76050.6, 14972.9, 456.064, 119.379, 57967.9, 110.484, 443.505, 23291.7, 144.225, 447.455, 27.3811, 15565, 342.794, 23798.9, 10288.8, 57614.8, 308.363, 68578.4, 26.6933, 8838.69, 482.581, 135.892, 444.122, 133.183, 139.909, 25616.4, 127.445, 127.881, 3035.32, 28.3318, 121.66, 4235.99, 416.336, 129.035, 138.401, 456.1, 58353.3, 102.551, 66697.9, 57757.6, 134.208, 65024.1, 112.773, 67111.4, 57553.3, 143.285, 57686.8, 455.879, 22343.7, 446.672, 112.611, 2166.89
64239.2, 73840.8, 102.551, 3320.51, 482.581, 308.363, 126.873, 110.484, 115.34, 76050.6, 144.225, 342.794, 134.208, 11.3428, 67111.4, 133.183, 443.505, 10288.8, 58353.3, 10482.1, 25245.8, 119.379, 3035.32, 443.505, 114.678, 72107.2, 25616.4, 442.537, 11982.3, 57830.3, 41.578, 416.336, 68578.4, 482.581, 63975.5, 115.887, 314.436, 26.6933, 8838.69, 76050.6, 10482.1, 3320.51, 443.505, 8838.69, 446.672, 58353.3, 11.3428, 14972.9, 15565, 127.445, 100.761, 72281.2, 449.668, 101.632, 118.245, 58549.1, 12092.8, 121.297, 2544.78, 31.8621, 67813.8, 6859.24, 74874.5, 129.583, 47.0616, 73831.5, 72895.3, 57527.5, 4536.54, 27674.9, 114.249, 14302.1, 3004.75, 441.621, 117.455, 329.725, 28.8254, 10543.5, 58534, 106.057, 474.304, 437.308, 318.19, 443.041, 105.491, 74277.1, 75905.4, 454.711, 107.606, 347.414, 30.2677, 12061.5, 117.86, 309.799, 71404.8, 132.09, 109.949, 313.021, 435.001, 2908.2
6859.24, 26.6933, 63975.5, 105.491, 12061.5, 57527.5, 74277.1, 3320.51, 2908.2, 68578.4, 121.297, 75905.4, 437.308, 443.505, 126.873, 25245.8, 454.711, 57830.3, 58534, 31.8621, 134.208, 47.0616, 117.455, 117.86, 119.379, 437.308, 71404.8, 329.725, 47.0616, 308.363, 102.551, 347.414, 76050.6, 74874.5, 74277.1, 8838.69, 2908.2, 14972.9, 329.725, 72281.2, 57527.5, 25616.4, 482.581, 26.6933, 127.445, 12061.5, 114.678, 446.672, 482.581, 68578.4, 72848.2, 432.928, 75988.2, 6819.02, 113.782, 3450.2, 344.319, 76380, 29.6059, 16474.1, 10.885, 111.497, 64861.4, 340.037, 115.095, 74002.6, 58005, 441.524, 502.678, 26933.5, 76143.9, 69348.1, 12598.3, 111.922, 438.396, 63941.5, 65751.3, 75662.2, 64594, 461.985, 116.926, 58276, 122.844, 9344.44, 1518.7, 30.5754, 13162.8, 64105.7, 4637.72, 14256.9, 441.575, 55.6588, 69257.4, 279.647, 504.104, 3060.65, 142.293, 73508.6, 11629.1, 121.276
47.0616, 8838.69, 437.308, 329.725, 57527.5, 26933.5, 75988.2, 12061.5, 432.928, 111.922, 441.524, 72848.2, 2908.2, 74002.6, 74874.5, 71404.8, 344.319, 111.497, 57830.3, 47.0616, 6819.02, 12598.3, 71404.8, 31.8621, 76143.9, 117.455, 102.551, 55.6588, 6819.02, 30.5754, 4637.72, 12061.5, 437.308, 26933.5, 76380, 26933.5, 76050.6, 502.678, 117.455, 57527.5, 76050.6, 122.844, 13162.8, 6819.02, 74277.1, 102.551, 63975.5, 117.86, 74874.5, 438.396, 13099.2, 71189.7, 57.5078, 50.9165, 76044.7, 111.137, 16467.2, 3441.35, 23579.6, 54.4603, 76536.9, 28450.9, 106.38, 657.769, 70230.2, 109.294, 112.396, 424.108, 25261.3, 336.942, 63740.4, 29211.6, 427.292, 447.065, 96.5838, 57528.5, 38.253, 434.677, 63438.2, 17.371, 97.0806, 75217.3, 76433.5, 451.597, 29.4398, 11331.2, 76549.5, 73127.3, 503.024, 59.5734, 75428.9, 76490.6, 348.449, 76441.9, 21.7871, 30503.5, 75209.5, 6009.07, 19.0913, 78327.2
3441.35, 111.497, 57.5078, 117.455, 657.769, 63438.2, 111.497, 344.319, 71189.7, 26933.5, 75209.5, 102.551, 117.455, 57528.5, 11331.2, 6819.02, 57.5078, 336.942, 76380, 76549.5, 76441.9, 97.0806, 74277.1, 441.524, 76380, 76433.5, 97.0806, 76441.9, 47.0616, 502.678, 2908.2, 348.449, 50.9165, 54.4603, 451.597, 3441.35, 122.844, 6819.02, 75217.3, 38.253, 117.455, 106.38, 71189.7, 117.455, 50.9165, 76536.9, 2908.2, 13162.8, 8838.69, 30.5754, 444.746, 98.3887, 104.243, 2813.24, 3504.08, 62.2264, 331.565, 6.06929, 7562.96, 25113.1, 95.2412, 121.368, 11654.6, 107.951, 83.7012, 1702.82, 57.6148, 2520.89, 6812.5, 77407.2, 49.7136, 107.342, 57.4807, 75268.9, 37.0475, 63801.2, 73998.3, 46.5762, 36.5228, 7110.52, 119.674, 7797.39, 445.12, 62.7228, 28038.8, 2908.26, 5253.26, 104.456, 49758.1, 76727.9, 445, 64274.7, 115.322, 1552.32, 118.903, 35.9576, 59.6088, 76650.6, 121.134, 75635.2
54.4603, 57.6148, 46.5762, 83.7012, 5253.26, 57528.5, 54.4603, 119.674, 444.746, 104.243, 75268.9, 2908.2, 57.5078, 57528.5, 13162.8, 75635.2, 11331.2, 76380, 117.455, 6.06929, 75268.9, 102.551, 59.6088, 121.368, 11654.6, 7562.96, 50.9165, 76536.9, 36.5228, 336.942, 57.4807, 6.06929, 445.12, 62.7228, 74277.1, 36.5228, 11331.2, 63438.2, 2908.26, 6.06929, 50.9165, 104.456, 107.342, 3504.08, 118.903, 36.5228, 49758.1, 26933.5, 37.0475, 102.551, 73286.3, 66.3972, 16.002, 92.5063, 2968.92, 73543.1, 29.0149, 2874.58, 114.101, 2900.36, 51701.8, 7364.64, 71307.5, 61.5815, 444.95, 441.305, 31.5897, 105.392, 692.081, 75795.8, 29.5477, 12342.6, 74502.6, 65865.5, 47.8353, 337.107, 441.23, 57597, 74398.7, 51274.9, 442.777, 114.025, 48.3311, 553.276, 443.853, 76341.5, 104.649, 40.4443, 46.726, 12063.5, 44.7034, 6955.32, 4.64514, 58207.6, 39.9057, 76542.1, 30.6884, 76120.9, 67.9681, 107.486
83.7012, 117.455, 57597, 442.777, 36.5228, 337.107, 445.12, 74398.7, 48.3311, 6.06929, 31.5897, 76542.1, 443.853, 2874.58, 36.5228, 2968.92, 29.5477, 444.746, 7364.64, 49758.1, 36.5228, 442.777, 51701.8, 76536.9, 13162.8, 7562.96, 65865.5, 63438.2, 75795.8, 61.5815, 48.3311, 49758.1, 107.342, 5253.26, 67.9681, 57528.5, 441.23, 59.6088, 16.002, 553.276, 2900.36, 73286.3, 62.7228, 39.9057, 74277.1, 2900.36, 74398.7, 7562.96, 444.95, 36.5228, 434.73, 455.579, 6280.2, 59.0562, 2333.44, 26133.7, 57593.7, 37.8977, 17612.7, 8104.25, 10213.6, 450.844, 24.045, 64.964, 14496, 56371.9, 454.708, 57510.2, 2573.75, 40.5294, 76060.2, 75193.9, 41.6622, 57947.8, 36.2186, 65.7926, 7816.88, 73428.5, 67.2509, 57495.2, 37.3108, 75102.6, 42.4433, 59.8995, 5749.95, 78399.2, 74475.4, 5296.11, 41.1223, 455.389, 68030.4, 5719.02, 57596.2, 45.0928, 449.578, 103.691, 67951.3, 50.9149, 54.1207, 443.723
